-1,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
946,Queer Ecologies,['Catriona Mortimer-Sandilands'- 'Bruce Erickson'],en,Philosophy,0,MATURE,Indiana University Press,2010-07-14,424
947,Nimble- Focused- Feisty,['Sara Roberts'],en,Business & Economics,0,NOT_MATURE,BenBella Books,2016-08-16,336
948,New Scientist,na,en,Science,0,NOT_MATURE,na,1976,0
949,National Petroleum News,na,en,Petroleum,0,NOT_MATURE,na,2003,0
950,Paper Trade Journal,na,en,Paper industry,0,NOT_MATURE,na,1937,0
951,Water Use in the Yuba and Bear River Basins- California,na,en,Bear River Watershed (Calif.),0,NOT_MATURE,na,1969,438
952,The Saturday Evening Post,na,en,na,0,NOT_MATURE,na,Sep-43,0
953,Ethnomusicology at UCLA,na,en,Ethnomusicologists,0,NOT_MATURE,na,1997,0
954,The Hollywood Reporter,na,en,Motion picture industry,0,NOT_MATURE,na,1990,0
955,The Keyes and Gleason families,['Mary Keyes'],en,na,0,NOT_MATURE,na,1971,184
957,Writers for young adults,['Adele Sarkissian'],en,Literary Criticism,0,NOT_MATURE,Gale Cengage,1979,199
958,Children's Authors and Illustrators,['Dennis La Beau'- 'Adele Sarkissian'- 'Joyce Nakamura'],en,Authors,0,NOT_MATURE,na,1995,811
959,Children's Authors and Illustrators,['Adele Sarkissian'],en,Authors,0,NOT_MATURE,Detroit- Mich. : Gale Research Company,1981-01-01,667
960,Minutes of the East Ohio Conference of the Methodist Episcopal Church,['Methodist Episcopal Church. East Ohio Conference'],en,na,0,NOT_MATURE,na,1890,0
961,Light Absorption of Organic Colorants,['J. Fabian'- 'H. Hartmann'],en,Science,0,NOT_MATURE,Springer Science & Business Media,2013-11-11,248
962,Fashion- Work- and Politics in Modern France,['S. Zdatny'],en,Business & Economics,0,NOT_MATURE,Springer,2006-05-13,325
963,Modern Heterocyclic Chemistry,['Julio Alvarez-Builla'- 'Juan José Vaquero'- 'José Barluenga'],en,na,0,NOT_MATURE,John Wiley & Sons,2011,633
964,Biography and Genealogy Master Index,na,en,Biography,0,NOT_MATURE,na,1999,0
965,Cloth in West African History,['Colleen E. Kriger'],en,History,0,NOT_MATURE,Rowman Altamira,2006,214
967,The History of the Renaissance World: From the Rediscovery of Aristotle to the Conquest of Constantinople,['Susan Wise Bauer'],en,History,4.5,NOT_MATURE,W. W. Norton & Company,2013-09-23,768
969,Essays in Indian History,['Irfan Habib'],en,History,0,NOT_MATURE,Anthem Press,2002,426
971,Paperbound Books in Print,na,en,Bibliography,0,NOT_MATURE,na,1982,0
972,Books in Print Supplement,na,en,American literature,0,NOT_MATURE,na,1982,0
973,Essays in Indian History,['Irfan Habib'],en,China,0,NOT_MATURE,na,1995,181
975,A History of Women's Hairstyles- 1500-1965,['Jean Keyes'],en,Hairdressing,0,NOT_MATURE,Taylor & Francis,1967,86
976,Computerworld,na,en,na,0,NOT_MATURE,na,1980-07-14,136
977,Religion and Orientalism in Asian Studies,['Kiri Paramore'],en,Religion,0,NOT_MATURE,Bloomsbury Publishing,2016-10-06,232
978,Doowop,['Robert Pruter'],en,Music,0,NOT_MATURE,University of Illinois Press,1996,304
979,Register - University of California,na,en,na,0,NOT_MATURE,na,1925,0
980,An Unpredictable Gospel,['Jay Riley Case'],en,Religion,0,NOT_MATURE,Oxford University Press,2012-01-02,328
981,Waltzing Into the Cold War,['James Jay Carafano'],en,History,0,NOT_MATURE,Texas A&M University Press,2002,248
982,History of an idea,['Allan Michael Hoffman'],en,Education,0,NOT_MATURE,na,1981-11-01,305
983,History of Dane County;,['Elisha W 1828-1910 Keyes'],en,na,0,NOT_MATURE,Franklin Classics,2018-10-13,988
984,Beyond Our Means,['Sheldon Garon'],en,History,0,NOT_MATURE,Princeton University Press,2011-10-31,488
985,CJKV Information Processing,['Ken Lunde'],en,Computers,0,NOT_MATURE,"""O'Reilly Media- Inc.""",1999,1101
986,Sammy Keyes and the Skeleton Man,na,en,Juvenile Fiction,3.5,NOT_MATURE,Knopf Books for Young Readers,2003-09-09,176
987,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
988,Adobe Premiere Pro CS3,['Adobe Systems'],en,Computers,3,NOT_MATURE,Peachpit Press,2008,452
989,Adobe Premiere Pro CS4 Classroom in a Book,['Adobe Creative Team'],en,Computers,5,NOT_MATURE,Peachpit Press,2010-04-26,416
990,Adobe Premiere Pro 2.0,['Adobe Creative Team'- 'Adobe Systems'],en,Computers,5,NOT_MATURE,Adobe Press,2006,535
991,Adobe After Effects CC Classroom in a Book (2014 release),['Andrew Faulkner'- 'Brie Gyncild'],en,Computers,0,NOT_MATURE,Adobe Press,2014-12-12,408
992,PDF Reference,['Adobe Systems'],en,Computers,4,NOT_MATURE,Adobe Press,2005,1213
993,Adobe Kroger,['Dan Sacharow'],en,Fiction,0,NOT_MATURE,iUniverse,2013-05-23,396
994,Adobe ColdFusion Anthology,['Michael Dinowitz'- 'Judith Dinowitz'],en,Computers,0,NOT_MATURE,Apress,2010-12-28,528
995,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,Juvenile Fiction,5,NOT_MATURE,Knopf Books for Young Readers,2014-09-09,240
996,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2009-01-16,304
997,Annual Institute on Securities Regulation,['Practising Law Institute'],en,Securities,0,NOT_MATURE,na,1979,0
998,Sammy Keyes and the Dead Giveaway,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,304
999,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,Juvenile Fiction,3.5,NOT_MATURE,Yearling,2008-12-24,320
1000,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,Juvenile Fiction,4,NOT_MATURE,Yearling,2008-12-24,320
1001,The Keyes of the Kingdom of Heaven,['John Cotton'],en,Congregational churches,0,NOT_MATURE,na,1843,108
1002,H.A.L.O,['Derek Hart'],en,Fiction,0,NOT_MATURE,iUniverse,2003-07-01,252
1003,Antiquarian Bookman,['William White'],en,Booksellers and bookselling,0,NOT_MATURE,na,1948,0
1004,Campaign 2000,['William L. Benoit'],en,Language Arts & Disciplines,0,NOT_MATURE,Rowman & Littlefield Pub Inc,2003,286
1005,Bulletin,na,en,Geology,0,NOT_MATURE,na,1915,0
1006,A Historical Guide to Henry David Thoreau,['William E. Cain'],en,Literary Criticism,0,NOT_MATURE,Oxford University Press,2000-11-02,304
1007,Mineral Resources of Alaska,['Alfred Hulse Brooks'],en,Geology,0,NOT_MATURE,na,1913,308
1008,A Southern Collection,na,en,Art,0,NOT_MATURE,University of Georgia Press,1993-02-01,248
1009,The Guide to Catholic Literature,['Walter Romig'],en,Catholic literature,0,NOT_MATURE,na,1965,0
1010,A Study Guide for Daniel Keyes's Flowers for Algernon,['Gale- Cengage Learning'],en,Literary Criticism,0,NOT_MATURE,Gale- Cengage Learning ,2015-03-13,15
1011,Agenda,['William Cookson'],en,English poetry,0,NOT_MATURE,na,1983,0
1012,What Do We Tell the Children? Critical Essays on Children’s Literature,['Ciara Ní Bhroin'- 'Patricia Kennon'],en,Literary Criticism,0,NOT_MATURE,Cambridge Scholars Publishing,2012-03-15,220
1013,Foreign languages- linguistics and philology,['Jaques Cattell Press'],en,Scholars- American,0,NOT_MATURE,na,1978,0
1014,"""Swinging London"" by M. Keyes - a Stylistic Analysis of a Sample of Literary Prose",['Sylvia Hadjetian'],en,na,5,NOT_MATURE,GRIN Verlag,07-Oct,28
1015,Bibliography of North American Geology- 1929-1939,['Emma Mertins Thom'],en,Geology,0,NOT_MATURE,na,1944,1546
1016,Bibliography of North American Geology,na,en,Geology,0,NOT_MATURE,na,1909,0
1017,Race and Ethnicity in America: From Pre-contact to the Present [4 volumes],['Russell M. Lawson'- 'Benjamin A. Lawson'],en,History,0,NOT_MATURE,ABC-CLIO,2019-10-11,1360
1018,Contributions to Economic Geology (short Papers and Preliminary Reports- 1925,['Gerald Francis Loughlin'],en,Antimony,0,NOT_MATURE,na,1926,167
1019,Bulletin,na,en,Geology,0,NOT_MATURE,na,1927,0
1020,Latin America's Economic Challenge,['Alan Lee Keyes'],en,Latin America,0,NOT_MATURE,na,1986,3
1021,Irish America,na,en,Irish,0,NOT_MATURE,na,2002,0
1022,The Pan-American Geologist,['Charles Rollin Keyes'],en,Geology,0,NOT_MATURE,na,1937,0
1023,Arid Land Geom: Geom Crit Conc,['David Evans'],en,Reference,0,NOT_MATURE,Routledge,2013-02-01,544
1024,The Pan-American Geologist,na,en,Geology,0,NOT_MATURE,na,1939,0
